Facility_Name,Product,Tags,Volume,Retail_Price,Cost_Price,In_Stock,Availability,Earliest_Expiry,Total_Cost,Sales_Value
Maisha Meds Pharmacy Test,Duphaston 10MG,-,-,50,38.46,5,Low Stocks,,192.3,250
Maisha Meds Pharmacy Test,Generic 250mg,-,-,671.65,505,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,26600,20000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,484.9,373,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lateral Tibial head Buttress plates 4.5 for LEFT leg. St. steel holes 11 length 213mm 213mm,-,-,6184.5,4650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Feeding Tube Size 4 FG,-,-,26,20,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/30mm,-,-,458.85,345,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1.25%W / 2%W,-,-,3990,3000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Red,-,-,7150,5500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE S,-,-,3325,2500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Gynokit 1000MG / 150MG / 2GM,-,-,650,300,0,Out of Stock,Fri Mar 01 2024 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic SIZE 30Fg,-,-,1365,1050,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE XL,-,-,1596,1200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic G16,-,-,45.22,34,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Disposable / 0.05ML,-,-,1495,1150,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Chemoport Huber Needle 22g Length 20mm 22g Length 20mm,-,-,6487,4990,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 28,-,-,1175.2,904,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE M,-,-,2527,1900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5mm/14mm,-,-,266,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 200000IU,-,-,984.2,740,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,4550,3500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking Screws For Reconstruction Nail Diameter 5.9Mm , Stainless Steel,  Length70Mm ,-,-,1456,1120,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5mm/50mm,-,-,360.1,277,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/105mm,-,-,715,550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Haemocontrol ,-,-,16250,12500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/35mm,-,-,455,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Chlorpromazine 25MG/2ML,-,-,10.4,8,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 31MM / NO.2,-,-,2704,2080,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Nitrofurantoin 100MG,-,-,186.2,140,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE L,-,-,1806.14,1358,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dawavate 0.1%W/W,-,-,27.3,21,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Needles G21 G21,-,-,10,1.2,0,Out of Stock,Fri Dec 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/30mm,-,-,458.85,345,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1092,840,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Klenzit 0.1%W,-,15GM,5,10,50,Adequate Stocks,,500,250
Maisha Meds Pharmacy Test,Generic 16'',-,-,22.61,17,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Implant Insertion Set With Green Towels (Drapes) ,-,-,14098,10600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Atropine 0.6MG,-,-,23.94,18,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 2%W,-,-,10,40,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag Screws 12.5mm St. steel, length 115mm ,-,-,1950,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lateral Tibial head Buttress plates 4.5 for right leg. St. steel 7 holes  length 149mm 149mm,-,-,5413.1,4070,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hemodialysis blood lines with drainage bag percutor arterial and venous line with a filter,transducer, infusion set & recirculator (Nipro) ,-,-,643.5,495,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5mm/24mm,-,-,266,200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 400MG,-,-,850,750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,B-Braun G16,-,-,26,20,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE L,-,-,465.5,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic G20,-,-,15.6,12,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length 90Mm 90mm,-,-,2473.8,1860,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Trexol 2.5MG,-,-,897,690,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,139650,105000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Melasil 10MG,-,-,88,50,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Silver Nitrate Silver Ions 0.01% W/V 250ml Bottle ,-,-,7566,5820,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Reusable SPO2 Sensor PDT, Finger-Clip 1,-,-,28600,22000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Griso 125MG,-,-,279.3,210,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 100/75mm,-,-,1463,1100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Stethoscope ,-,-,8645,6500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Telmi 40MG,-,-,199.5,150,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking screws for I.M tibial nail diameter4.9mm, length 55mm, stainless steel ,-,-,650,500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1197,900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5.9mm/105mm,-,-,1742.3,1310,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking Screws For Pnf/Reconstruction Nail Diametre 7.0+/- 1.4Mm Length 110Mm Stainless Steel ,-,-,1306.5,1005,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Clob-B 0.05%W / 1%W,-,15GM,100,36,0,Out of Stock,Thu Jun 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,T- Buttress Plate 4.5 4 holes, length 81mm St. steel L eft 81mm,-,-,3391.5,2550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 3/8 Circle, 100Cm 45MM / NO.2,-,-,1820,1400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic CH20,-,-,82.46,62,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 100MG,-,-,275,150,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,4334.47,3259,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 100/85mm,-,-,1381.87,1039,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,4.0 mm Cancellous Bone Screw/Fully threaded length 60mm,St.steel ,-,-,520,400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Menactra 1D,-,-,3575,2750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Water Proof Sheeting MaterialDeep Green (Mackintosh) 100cm X 50m 100cm X 50m,-,-,39235,29500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 3/8 Circle, 180Cm 40MM / NO.1,-,-,5174,3980,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 500MG/2ML,-,-,86.45,65,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length 65Mm 65mm,-,-,2174.55,1635,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 16'',-,-,22.61,17,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Regenerating Salt for Water Softening 25kg 25kg,-,-,3055,2350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 85mm ,-,-,1950,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Polymyxin B Sulphate 500000I.U Injection 500,000I.U,-,-,6662.5,5125,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length105Mm ,-,-,2626,2020,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dental Needles 27G Long G27,-,-,698.25,525,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS Lag screws 12.5mm St. steel, length 110mm ,-,-,2145,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,754,580,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zoladex Depo 10.8MG,-,-,15470,11900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 16,-,-,62.51,47,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Xarelto 20MG,-,-,399,300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 3.5/74mm,-,-,1835.4,1380,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Feeding Set ,-,-,751.4,578,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Leukeran 2MG,-,-,6978.4,5368,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0/24mm,-,-,438.9,330,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,704.9,530,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Sodium Valproate 100mg/ml,-,-,1300,1000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 20,-,-,73.15,55,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Claricos 500MG,-,-,272.65,205,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,8190,6300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 8,-,-,2327.5,1750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ifosfamide With Mesna Injection Ifosfamide 2gm Powder for Reconstitution/Mesna 1200mg Soluton for Injection in Combination Pack 2g/1200mg,-,-,1781,1370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 8.0,-,-,423.8,326,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Sod Amid / Meglumine Amidotrizoate 370MG / ML,-,-,2128,1600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ziagen 300MG,-,-,50,14.58,50,Adequate Stocks,,729,2500
Maisha Meds Pharmacy Test,Generic SIZE 6.0,-,-,1365,1050,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Frusemide 40MG,-,-,100,0.4,0,Out of Stock,Thu Jun 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Melasil 10MG,-,-,88,50,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Bispanol 10MG,-,-,904.4,680,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Vinblastine Sulphate Solution for Injection 1mg/ml, 10ml Vial (10mg) 10mg, 1mg/ml,-,-,1482,1140,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Diazepam 10MG/2ML,-,-,545.3,410,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Carbatol 200MG,-,-,50,2.99,0,Out of Stock,Tue Aug 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Dactinomycin Injection Powder for Reconstitution, 500 MicroGrams Vial 500MCG,-,-,1427.4,1098,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,CHVS Jacket Large ,-,-,4420,3400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE XXL,-,-,3325,2500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Clavulin 960MG / 240MG,-,-,150.29,113,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Allucid Plus 25MG / 195MG / 220MG,antacid,200ML,450,300,0,Out of Stock,Wed Feb 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/35mm,-,-,492.1,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Haemodialysis Tubing (Blood Line) Universal With Bag Percutor Art. & Ven. With Filter, Transducer, Infusion & Recirculator - Adult (Bellco) ,-,-,975,750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Potassium Chloride 150MG/1ML,-,-,104,80,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,3125.5,2350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lasix 20MG/2ML,-,-,10.64,8,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dextrose 5%W,-,-,79.8,60,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Arch Wire ,-,-,3411.45,2565,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 3/8 Circle, 75Cm 31MM / NO.2,-,-,3569.8,2746,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 5.9mm/95mm,-,-,1536.15,1155,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Moxileb 250MG,-,-,299.25,225,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Locking Screws For Pnf/Reconstruction Nail Diametre 7.0+/- 1.4Mm Length 65Mm Stainless Steel ,-,-,1053,810,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M femur nail stainless steel, size 11mm × 40cm ,-,-,8255,6350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Lateral Tibial head Buttress plates 4.5 for right leg. St. steel 7 holes  length 149mm 149mm,-,-,5413.1,4070,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length 95Mm 95mm,-,-,2473.8,1860,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Durogesic 50MCG,-,-,2080,1600,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,6317.5,4750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 45Cm 17MM / NO.6,-,-,2704,2080,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length 65Mm 65mm,-,-,2174.55,1635,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Clopixol Acuphase 100MG/2ML,-,-,2063.1,1587,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Proximal Locking Self Tapping Cannulated Screws For Pfn Nail Diameter6.5Mm, Stainless Steel, Length70Mm 70mm,-,-,2174.55,1635,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Kings ,-,-,12635,9500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,4524,3480,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Duo Cotecxin 40MG / 320MG,Michael,-,350,269.23,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 75Cm 22MM / NO.3,-,-,2210,1700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ethicon 1/2 Circle, 90Cm 36MM / NO.2,-,-,2405,1850,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Femipill 0.03MG / 0.15MG,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,819,630,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Doxylin 100MG,-,-,512,316,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DCP 4.5 Narrow, 7holes length 119mm,st.steel 119mm,-,-,3059,2300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Reusable SPO2 Sensor Neo, Bandage 1,-,-,22750,17500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zovirax 400MG,-,-,5,3.76,50,Adequate Stocks,,188,250
Maisha Meds Pharmacy Test,Alugel 60ml,-,100ML,60,46.15,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M femur nail stainless steel, length 42cm,diameter 12mm ,-,-,8255,6350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,T- Buttress Plate 4.5 8 holes, St. steel Right ,-,-,3890.25,2925,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,425.6,320,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,1441.7,1109,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hydrocortisone 100MG,-,-,35.91,27,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Plaster Cutter (Manual) ,-,-,6175,4750,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K-Wire dia 2.5mm length 150 + 10mm trocar tip St. steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Piptazo 4000MG / 500MG,-,-,1235,950,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Synthecon 1/2 Circle, 75Cm 22MM / NO.3,-,-,3146,2420,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Metris 0.5%W/V,-,-,36,27,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,111.72,84,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Typhim 20D,-,-,13239.2,10184,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Metamida 10MG/2ML,-,-,9.31,7,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,P-Alaxin 1MG/1ML / 8MG/1ML,mary,80ML,500,384.62,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zinc Oxide 10CM * 4.5M Bpc,-,-,138.32,104,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Cephastal 500MG,-,-,10,7.69,0,Out of Stock,Wed Nov 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic 4.5mm/58mm,-,-,412.1,317,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Surfactant Beractant or Poractant or equivalent 25mg/ml 25mg/ml,-,-,28600,22000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,796.9,613,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5mm/16mm,-,-,352.45,265,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,192.85,145,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.5/103mm,-,-,2860,2200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Oral Use Roll,-,-,130,100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,187530,141000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,232.75,175,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Amino Acids Solution With Electrolytes Injection Solution for Infusion, 10% Amino Acids with Electrolytes 10%,-,-,2470,1900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Schanz screws dia 5.0mm length 200mm ,-,-,715,550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Rocephin Im 250MG,-,-,43.89,33,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hydrocortisone 100MG,-,-,35.91,27,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K-Wire dia 2.2mm length 280 + 20mm trocar tip St. steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Colostomy Bag ,-,-,6237.7,4690,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Stopacid 120MG/5ML / 250MG/5ML,-,100ML,100,76.92,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/80mm,-,-,630.5,485,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 7.5CM * 4.5M Bp,-,-,359.1,270,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 6.0,-,-,1365,1050,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Amino Acids Solution Injection Solution For Infusion, 5 - 6 Amino Acids With Glucose Paediatric Solution, 500ml bottle ,-,-,22750,17500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,650,500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,12635,9500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 7.5,-,-,84.5,65,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Size 10,-,-,2194.5,1650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 6.5mm/30mm,-,-,455,350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 10CM * 4.5M,-,-,226.1,170,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Human Albumin 30%W,-,-,820.3,631,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Acrylic Teeth Lower Anterior Set Of 6 ,-,-,319.2,240,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Etonogesrel Implant 68Mg With Preloaded Trocar 68Mg,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Mediven Cream 0.001%w,-,15GM,70,45.66,0,Out of Stock,Tue Aug 01 2023 03:00:00 GMT+0300 (East Africa Time),0,0
Maisha Meds Pharmacy Test,Generic 10CM * 2.7M Bp,-,-,222.11,167,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Crepe Bandage 15CM * 4.5M Bp,-,-,39.9,30,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,T- Plate 4.5 8 holes, length 148mm St. steel 148mm,-,-,2793,2100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,DHS/DCS basic instrument set ,-,-,169000,130000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Muac Tape (Paediatric) 1,-,-,100.1,77,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Needles G23 G23,-,-,598,460,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M tibial nail stainless steel, size 9mm × 36cm ,-,-,8060,6200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,7.3mm cannulated screw self-drilling, self-tapping, length 95mm, SS/TAN ,-,-,1950,1500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Absorbent Paper Points Assorted Sizes 45-80 Size 45-80,-,-,731.5,550,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,K- Wire dia 1.6mm length 280 + 20mm,trocar tip St. steel ,-,-,240.5,185,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zofra 4MG,-,-,121.03,91,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Frusemide 40MG,-,-,101.08,76,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 1/2 Circle, 75Cm 48MM / NO.2,-,-,4550,3500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M tibial nail stainless steel, size 9mm × 36cm ,-,-,8060,6200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,4854.5,3650,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,26600,20000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Dangyl 200MG,-,-,647.71,487,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 6,-,-,6251,4700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Zulul 100MG / 500MG / 500MG,-,-,50,100,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Enteric Coated 200MG,-,-,571.9,430,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Manual ,-,-,8645,6500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Angizaar 50MG,-,-,93.1,70,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Disposable G23,-,-,143,110,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M tibial nail stainless steel, size 11mm × 34cm ,-,-,8060,6200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Montair 10MG,-,-,262.01,197,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Interlocking I. M tibial nail stainless steel, size 10mm × 36cm ,-,-,8060,6200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 36mm,-,-,359.1,270,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 100IU/MI,-,-,323,300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Ultrasonic Gel ,-,-,1197,900,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE 32,-,-,518.7,399,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE L,-,-,1596,1200,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Black,-,-,5850,4500,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Green ,-,-,89.11,67,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,4.0 mm Cancellous Bone Screw/Fully threaded length 50mm,St.steel ,-,-,481,370,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Myfortic 360MG,-,-,19152,14400,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Swelab ,-,-,17290,13000,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,4810,3700,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Hydrochlorothiazide 25MG,-,-,63.84,48,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,359.1,270,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic 4.0mm/40mm,-,-,458.85,345,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic ,-,-,399,300,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Syringe 20ml (Without Needle) BD Brand 20ML,-,-,16.9,13,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Herceptin 440MG,-,-,115693.5,88995,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic SIZE M,-,-,1795.5,1350,0,Out of Stock,,0,0
Maisha Meds Pharmacy Test,Generic Yellow,-,-,3315,2550,0,Out of Stock,,0,0
